correct,wrong
readily,redily
necessarily,necesarily
representatives,representitatives
rheumatism,rhuematizm
remind,remaind
unencompassable,unemcompassable
earned,erned
yellow,yello
real,reall
lunch-hour,lunchhour
withdraw,withdrawl
rhyme,rhymme
story,sotry
acquaintance,aquantaince
departure,departour
tragedy,tradgey
sixteen,sixten
manoeuvre,manouver
large,lare
distinguished,distiguished
namely,namly
orchestra,ochestra
unparalleled,unparaled
someone,somone
pseudonym,pseudynom
anxious,axios
memorandum,memoraandum
senior,seinor
rolled,rold
acknowledging,acknowling
arrangements,arrangenent
gratuitous,gratuitious
jumping,junping
originally,origanilly
accompaniment,accompanimen
compared,comppared
grippe,gripp
successful,succsesfull
money,moeny
amiable,amimable
interpret,interpet
laboratory,lavortory
strength,strenght
chance,chac
pupil,puple
especially,espescaly
motorway,motor_way
exquisite,exquit
mutual,muetual
achieved,acieved
orchestra,orchestur
luckily,luckly
requisition,requision
information,infomation
dirty,durty
table,tabl
someone,some_one
trams,trambs
creative,kreative
specific,spsific
rainy,rainey
magnificent,magnifasint
noticeable,noticble
customary,custoimary
appropriate,aprorate
telephoned,telehponed
primary,primerary
playtimes,play_times
mountainous,mountainst
criticism,critici
allege,alledge
guaranteed,gaurantee
aeroplane,aroplane
tracksuit,trak_suit
probability,probalibity
affectionate,affectionnate
comfortable,comfotable
superintendent,supertendent
curiosity,courisoty
cancellation,canncelation
opposition,opposion
surrounded,suroued
instruments,instrumenst
courtesy,curtscy
stolen,stollen
regained,regned
accident,aciedent
cease,ceas
believes,belives
perceive,proceive
aeroplane,aroeplane
promontory,promonotory
without,with_out
communicate,comuniciate
school,scohool
courtesy,courteosy
street,steete
distinguishes,distingishes
books,bookes
privilege,prilvege
personal,personly
recommendations,reccommedations
attendance,attendence
margin,margine
miscellaneous,miscelaneous
tournament,turnmant
hierarchical,hierachial
merit,merrit
ordinarily,ordonarly
into,in_too
countenance,countatence
baseball,basball
aggression,agression
negotiations,negoiations
approximately,apoximatly
irrationality,irrationallity
blazers,blasers
referring,reeferign
merely,merly
equipped,eqquped
enormously,enourmously
total,totall
surrounded,surounded
customer's,coustomers
beautiful,butifull
quietly,quitely
anticipate,anticipat
economical,ectonomaly
breathe,brealth
imitation,inotation
theatre,theather
properly,proply
those,ethose
tournament,turnent
conversion,coversion
memory,memorey
prejudice,predjudiced
curiosity,couriosoty
committee,commitee
salute,salut
interview,intervew
financially,finacilly
pittsburgh,pittsburg
disabilities,dissabiliteys
temporary,temporarilly
organized,oranised
nonsense,nonsens
draft,deaft
conscientious,concenious
voucher,vouchered
height,heit
enthusiastic,emthusiastic
obfuscate,obsfuscate
interrupted,interupted
anticipate,anticipitate
exists,excist
acceptable,acksecetable
thorough,thourogh
wrong,worng
chemically,chemcially
pencil,pencle
similarity,similiarity
visitors,vistors
negotiations,negorislation
circling,circuling
character,carachter
tackle,takle
beard,beared
individually,undividually
contented,conntente
sacrilegious,sacraligious
angry,angery
honest,hoenst
initials,intionals
conveniently,convenecily
certainly,certainley
requisition,rectquistion
particular,partciular
conveniently,convenientily
unexpected,unespected
temporarily,temporalary
gallery,gallrey
with,witht
quote,quot
accommodates,accomodates
record,recrod
facilities,fascilities
efficiency,efficeincy
anniversary,annversy
against,agianst
through,throught
maths,mathes
allusion,alusion
decisions,descisions
frightened,friened
memories,memmories
interested,interrested
accident,acciendent
probably,probley
minimum,mimimium
scheduled,schuleded
tolerance,tollerance
loud,lound
garment,garmet
discretion,discreationed
around,a_round
immensely,imensely
contrary,contray
should,shoudl
unusually,unuasully
passing,pasing
recommendations,recomdations
unparalleled,unparralel
wreath,reath
smallpox,small_pox
years,yars
compendium,conpendium
pamphlets,phaphlets
continent,countinet
terrible,teribal
diminished,dminished
auditorium,auditoium
strategic,startegic
finger,fingr
before,befor
tied,tieded
churches,churchs
vagabond,fagabond
temporary,temparey
beautiful,beutifull
bankruptcy,bankrupticy
saying,saing
pneumonia,peunmonia
from,forom
prefer,prefere
cottage,cotage
exaggerate,exagerrate
wishes,whishies
affectionately,affectunatly
children's,childrens
noisy,nouis
wasn't,wasnt
irreparable,irrepairable
family,famly
jobcentre,job_centeer
unforgettable,unforgetabale
ordinarily,oridinarily
even_though,eventhough
solemn,soleom
sovereignty,sovreignty
unanimous,unanumous
achieve,achive
balance,ballance
surrender,surender
sociable,socable
plimsolls,plimsols
unanimous,unaimulas
affectionate,affectonate
appetite,apeptite
roughly,rougly
fighting,fieghting
leisure,lesiure
sandwich,sandwhich
perceive,percieve
write,wrigt
approaching,approsching
appointments,apointments
biscuits,bicuites
assemblies,assembelies
disappointment,disappiontment
conveniently,convienly
windy,windey
afternoon,after_noon
approximately,approxiamatly
talkative,takativ
strategies,startegies
temporarily,temparly
with,wirth
intellectual,inliteectual
restaurant,resteraunt
infinite,infinit
tyranny,tyrany
ventilated,ventulated
dart,darolt
women,wimen
disappointment,dissippointment
chemistry,cestry
fork,forke
inconvenience,inconvenonce
serious,seriouse
poetry,poetey
controversy,countirversay
satellites,satelites
questionnaire,questionair
canvass,cavass
cloth,colth
cord,courd
altimeter,altimeater
procedure,procedsure
cupboard,cuboard
fruit,fuirt
murder,muder
interest,intrest
duly,duely
heightened,hieghtened
partial,particial
exists,exsists
dangerous,dangeris
appendicitis,appendicitus
relief,rlif
employer,emploer
virtues,virgues
thirty,thrity
because,becaused
cleared,clered
moaning,moning
junior,juinor
illustration,illustartion
bridge,bige
brief,brif
junior,junor
philosophy,philosipy
stretch,strech
fitted,fited
technical,techneical
ironically,ironicly
carboniferous,carbonferous
constant,contastant
melancholy,melchomly
about,baout
canvass,canvaus
goose,goos
seized,seised
talking,tlaking
dissipate,disippate
noisy,noisey
bucket,buket
football,foot-ball
dormitory,doritory
railroad,railrode
family,fammily
source,sorce
leave,leasve
economical,economicial
high-ranking,highranking
eventually,eventiouly
illogical,ilogical
affectionately,affectionaly
violence,vilence
latest,latiest
permanently,permenantely
absence,absense
damaged,damed
splendid,splendide
around,arround
affidavit,affavidit
printing,priting
naturally,naturually
noticeable,noticieable
apology,apolajoy
specimen,specismen
realize,relize
accession,accesion
schemes,sceme
crumb,crum
hundred,hunderd
scarcely,scarcelay
eliminate,elminate
physician,phsician
coach,coch
cordoning,cordonning
finally,finaly
cancelled,cancell
double,duble
neighbours,neigbours
ventilated,ventlated
special,spechile
around,arond
diagrammatically,diaramatically
volume,volum
gorgeous,gorgous
flamboyant,flamboueant
chapter,chaphter
enthusiasm,enthusiasim
adjourned,adjurend
quiet,qutie
dreaming,dreamin
yearly,yearley
important,impotant
cherries,cheres
guardian,gaudian
playground,payground
reliable,relaible
number,numbe
pilot,pilt
negotiations,negoatiations
unequivocally,unequivocaly
wherever,whereever
disobedience,dissobedience
potatoes,potatos
negotiations,negiotations
conveniently,conventiently
guarantee,guruantee
caught,caght
peach,pech
remember,remenberd
international,niternational
arise,arrise
econometric,economtric
guilty,gilty
delivered,dliver
conscientious,consecious
accustomed,accustomend
usual,usal
auditorium,auditorm
beautiful,beuttifull
refreshment,refreshemt
worsened,worstened
calf,calft
carriage,carrage
voucher,vouchure
temple,tempel
accommodation,accommodiation
communicate,comminucate
bulletin,bultien
journey,jurney
whom,whome
economics,econonics
foresee,forsee
precision,prisition
undoubtedly,undoubtley
again,agina
flagrancy,falgrancey
completing,completeing
thermawear,thermawere
curiosity,curiusoty
irresistible,irristible
cemetery,cemerty
sympathetic,symphtic
introduce,inctroduce
sacrilegious,sacreligous
money,mony
nuclear,nuculear
molecular,moleclar
speak,spek
we'll,we'el
anxiety,anixity
picturesque,pictureeque
spread,spred
claims,claimes
institutions,insitutions
fundamental,fundanental
together,to_geather
disagree,diagree
faith,fathe
again,agin
scrambled,scabled
incunabula,incunabla
phone,fone
inconvenient,inconveient
approximately,approcinately
acquiring,aquiring
conveniently,convientley
comfortable,comfortble
availability,avaiblity
annum,annuam
unparalleled,unparraled
bloody,blody
music,muice
gradually,graudully
truth,thruth
laughs,laughes
forever,foreever
temperature,tempetchure
thank,thak
accustomed,acustomend
deem,deeme
scraping,srapping
approximate,approciamate
always,allway's
epistle,epislte
anniversary,anniverary
naturally,naturaly
positron,positon
sufficiently,suficiently
altitude,alltitude
considered,consdidered
mischievous,mischeivous
regained,regaind
pneumonia,pneumnia
skilfully,skifly
especially,espcialy
familiar,famillia
extraordinary,extrorindary
memorandum,memradum
excitement,excitment
one_day,oneday
quarantine,quarantaine
supervision,supervison
factory,factr
pavilion,pavillion
addresses,adresses
conscientious,conscineous
sort,sorte
climbing,climing
adjourned,ajurened
conscious,concieous
tomato,tomto
referred,reffered
although,alough
around,ar_rounde
really,raly
although,allthough
deny,denify
efficiency,effiency
float,flot
headmaster,head_marster
mortgage,morage
indefinitely,indefintily
remark,remarke
scrub,scub
spoke,spok
strange,strang
agencies,angcies
patented,pattented
emitting,emiting
conveniently,convienuntly
sunny,suny
materially,mateiraly
achievement,acheivement
making,makeing
available,availiable
disappoint,dispont
religiously,religously
unemployed,unemploy
guarantee,farantee
refuse,refues
psychology,sychgodlgy
nervous,nervious
esteemed,estemed
firstly,firtly
thorough,thoroughl
buoyant,bouyant
especially,especaily
apple,alppe
wasting,wadting
opportunities,opportumties
approval,aproal
enjoyed,enjoured
cemetery,cemertry
picturesque,picturques
acknowledging,acknowleckging
unanimous,unnanumus
audience,audeince
varieties,varities
negotiations,negotations
recommendation,reckonmendation
catalogues,catalogh
procedures,proceedures
thinking,thinkin
adjourned,ajourn
attempt,atempt
underwear,underware
state,stat
similarly,similarily
phenomenon,penomenon
volunteers,volounteers
enthusiasm,enthusam
affectionately,affecionatly
exact,egzact
alumni,allumn
satisfaction,satishfaction
form,forem
beginning,beggining
unfortunately,unfotunalty
skilfully,skilly
quantities,quanties
coloured,colour
aeroplane,aereoplane
infinite,inifinite
cookies,cookes
acquaintance,accquaintance
accrued,accroud
rheumatism,rumatisum
genius,genues
unfortunate,unforetunate
glasses,glases
conveniently,convenitaly
asteroid,asteriod
prior,pior
schoolboys,school_boy
recommendations,recommedations
guaranteed,gaurntee
unusually,usally
talked,taked
language,laguage
countenance,countnance
exceptionally,exceptionlly
appetite,appette
there,thier
adopt,addopt
preliminary,preliminay
flagrancy,flagracy
orchestra,orcester
pneumonia,phumonia
lumber,luber
britain,britian
enthusiastic,enthusatick
questionnaire,questionier
sufficiently,suffucently
courtesies,courteouses
passed,pased
approached,aproached
perceive,preceive
recommended,recomnded
temporarily,temporaily
collection,colection
statistics,stistic
ceased,ceasted
infinite,infite
successful,sucssuful
immensely,imensley
exists,exzist
variety,varity
absurd,absurbed
splendid,slendid
symmetry,symetery
unfortunate,unfortunante
relieved,releaved
communicate,conunicate
whistling,whisherling
stammered,stamerd
shook,shok
accident,accicent
erroneous,errounous
arrangements,arrangments
whistling,whisting
anything,anythin
immature,imature
inconvenienced,inconvienence
necessarily,nesscessary
responsibility,responsiblity
conveniently,convenily
grant,gant
sound,sournd
recommending,recomming
sound,soud
attitude,attitide
originally,orridginally
marble,marbel
romantic,romantick
fundamental,funmental
chemistry,chemistery
glowed,glod
delegates,delegants
again,agian
melancholy,melancolly
genius,geneius
rigorous,rigourous
adequate,adequeat
vehicles,vehicules
vacancies,vacancis
so_forth,soforth
facilities,faciliaties
operator,opreraytor
begins,begines
portray,protray
inconvenienced,inconveniced
unemployed,unployed
memories,memerories
built,bilt
oppose,opose
used_to,use_to
fight,fihet
guardsmen,gards_men
asynchronously,asyncronously
miniature,minature
would,woudl
edition,eddition
education,eduacation
definitely,deffinitelly
inappropriate,innapropriate
coming,comming
agencies,agenceys
operator,oprator
poetry,potrey
about,boaut
essential,essentual
calculated,caluculated
tariff,tarriff
fascinating,fascinanting
responsibility,responnsibilty
slowly,sloly
curiosity,couriousty
circling,curcling
continuous,contitionous
auditorium,authorium
guardian,guaradine
specimens,speicimens
specimen,specinen
enemy,enmey
unusually,unuasualy
spinning,spinng
indefinitely,indeffinitately
kindest,kindlest
schedule,scheule
shipped,shiped
approaching,apoching
traffic,traffc
answer,ansr
disappear,dissapear
grateful,gratefull
infinite,inffinite
horse,horese
conceive,concieved
whistling,wisling
exhibition,exhibtion
unfortunately,unfortunely
need,needd
masculine,masculin
tragedy,tradegdy
immortal,imortal
shipping,shiping
external,exerternal
conveniently,conciently
exhibition,exibition
bouquet,boquet
acknowledgement,acknowlegment
unanimous,unanis
permanently,permantely
scarcely,scacerl
thieves,thifeves
quality,quailty
memory,mentmory
forgive,foregive
fresh,freash
gentle,gentel
leather,lether
mountainous,mountainouse
hypocrites,hypocrits
geometry,geometary
acknowledging,acknowldging
community,communty
gingham,gingam
courage,curage
exciting,exciteing
necessarily,nessary
sufficiently,suffiently
controversy,contronversey
tired,tiried
flagrancy,flangrancy
chauffeur,chauffuer
attitude,atitude
establishing,esstablishing
carelessly,carlessly
gorgeous,gourous
agreement,aggreement
innocent,innoscent
documents,docquements
alpine,alpain
soon,sooned
minimum,minnimium
